timestamp,company,catergory,product,price,unit_price,
20231107_165549,SuperValu,potato,ownbrand  washed rooster potatoes 7 5 kg,7.49,1.00
20231107_165549,SuperValu,potato, salad potatoes 750 g,1.99,2.65
20231107_165549,SuperValu,potato,  grown rooster potatoes 2 5 kg,4.49,1.80
20231107_165549,SuperValu,potato,ownbrand potato salad 250 g,1.1,4.40
20231107_165549,SuperValu,potato,ownbrand washed rooster potatoes 10 kg,9.29,0.93
20231107_165549,SuperValu,potato,keoghs maris piper  potatoes 5 kg,6.99,1.40
20231107_165549,SuperValu,potato,aunt bessies homestyle roast potatoes 720 g,5.39,7.49
20231107_165549,SuperValu,potato,ownbrand loose rooster potatoes 1 kg,2.49,2.49
20231107_165549,SuperValu,potato,you say potato fresh peeled potatoes 450 g,1.79,3.98
20231107_165549,SuperValu,potato,ownbrand white potatoes 2 kg,2.45,1.23
20231107_165549,SuperValu,potato,ownbrand organic rooster potatoes 2 kg,3.29,1.65
20231107_165549,Aldi,pasta,rigatoni 500g specially selected,2.19,4.38
20231107_165549,Aldi,pasta,bronze die pasta tagliatelle 500g specially selected,2.19,4.38
20231107_165549,Aldi,pasta,tortelloni spinach ricotta 250g cucina,1.29,5.16
20231107_165549,Aldi,pasta,tortelloni three cheese 250g cucina,1.29,5.16
20231107_165549,Aldi,pasta,tortelloni cheese tomato 250g cucina,1.29,5.16
20231107_165549,Aldi,pasta,gnocchi 500g cucina,1.29,2.58
20231107_165549,Aldi,pasta,gluten free fusilli 500g the foodie market,1.19,2.38
20231107_165549,Aldi,pasta,buffalo milk ricotta spinach ravioli 250g specially s,2.69,10.76
20231107_165549,Aldi,pasta,porcini chanterelle truffle mezzelune pasta 250g spe,2.69,10.76
20231107_165549,Aldi,pasta,butternut squash pine nuts girasoli 250g specially se,2.69,10.76
20231107_165549,Aldi,pasta,pasta bake creamy tomato bacon 495g cucina,1.29,2.69
20231107_165549,Aldi,pasta,fresh egg pasta spaghetti 400g specially selected,1.69,4.22
20231107_165549,Aldi,pasta,wholewheat fusilli 500g cucina,1.09,2.18
20231107_165549,Aldi,pasta,cheese bacon pasta bake 480g cucina,1.29,2.69
20231107_165549,Aldi,pasta,basil and pine nut girasoli 250g specially selected,2.69,10.76
20231107_165549,Aldi,pasta,fresh egg penne 400g specially selected,1.69,4.22
20231107_165549,Aldi,pasta,macaroni pasta 500g cucina,0.85,0.16
20231107_165549,Aldi,pasta,spinach ricotta tortelloni 300g inspired cuisine,1.69,5.63
20231107_165549,Aldi,pasta,chicken bacon tortelloni 300g inspired cuisine,1.69,5.63
20231107_165549,Aldi,pasta,penne pasta 1kg cucina,1.35,1.35
20231107_165549,Aldi,pasta,fusilli pasta 1kg cucina,1.35,1.35
20231107_165549,Aldi,pasta,fusilli pasta 500g inspired cuisine,1.69,3.38
20231107_165549,Aldi,pasta,tagliatelle pasta 500g inspired cuisine,1.69,3.38
20231107_165549,Aldi,pasta,gnocchi 500g inspired cuisine,1.69,3.38
20231107_165549,Aldi,pasta,tagliatelle 500g cucina,0.69,1.38
20231107_165549,Aldi,pasta,fusilli pasta 500g cucina,0.69,1.38
20231107_165549,Aldi,pasta,penne pasta 500g everyday essentials,0.59,1.18
20231107_165549,Aldi,pasta,mushroom filled tortelloni 250g cucina,1.29,5.16
20231107_165549,Aldi,pasta,gluten free spaghetti 500g the foodie market,1.19,2.38
20231107_165549,Aldi,pasta,fresh egg pasta lasagne sheets 250g specially selected,1.69,6.76
20231107_165549,Aldi,pasta,tomato mascarpone pasta sauce 190g specially selected,2.09,11.0
20231107_165549,Aldi,pasta,tomato grilled peppers pasta sauce 190g specially sel,2.09,11.0
20231107_165549,Aldi,pasta,tomato olive pasta sauce 190g specially selected,2.09,11.0
20231107_165549,Aldi,pasta,stir in sun dried tomato pasta sauce 150g cucina,1.05,7.0
20231107_165549,Aldi,pasta,stir in tomato basil pasta sauce 150g cucina,1.05,7.0
20231107_165549,Aldi,pasta,tomato smoked bacon stir in pasta sauce 150g cucina,1.05,7.0
20231107_165549,Aldi,pasta,sundried tomato pasta sauce 350g specially selected,1.99,5.69
20231107_165549,Aldi,pasta,tomato basil pasta sauce 350g specially selected,1.99,5.69
20231107_165549,Aldi,pasta,tomato chilli pasta sauce 350g specially selected,1.99,5.69
20231107_165549,Aldi,pasta,siciliana smoked paprika chorizo flavour pasta sauce ,1.99,5.69
20231107_165549,Aldi,pasta,red wine cherry tomato pasta sauce 350g specially sel,1.99,5.69
20231107_165549,Aldi,pasta,sugo formaggio tomato ricotta regato pasta sauce 350,1.99,5.69
20231107_165549,Aldi,pasta,classic bolognese pasta sauce 350g specially selected,1.99,5.69
20231107_165549,Aldi,pasta,stir in sun dried tomato pasta sauce 150g dolmio,1.99,13.27
20231107_165549,Aldi,pasta,stir in carbonara pasta sauce 150g dolmio,1.99,13.27
